Date,Open,High,Low,Close(t),Volume,SD20,Upper_Band,Lower_Band,S_Close(t-1),S_Close(t-2),S_Close(t-3),S_Close(t-5),S_Open(t-1),MA5,MA10,MA20,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,MACD,MACD_EMA,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,ForceIndex1,ForceIndex20,Date_col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,SnP(t-1)),SnP(t-5),DJIA_Close,DJIA(t-1)),DJIA(t-5),Close_forcast
2000-10-16,29.49,29.94,29.29,29.87,13513900,0.6755862950839204,31.26317259016783,28.560827409832147,29.49,28.19,29.29,30.26,28.26,29.375999999999987,29.980999999999987,29.91199999999999,29.820800000000023,26.640449999999976,29.572093181511164,29.572093181511164,29.572093181511164,29.572093181511164,29.572093181511164,-0.05747241798342628,0.0805491200233459,0.9259338533661283,20.745145766443706,1333.3333333333333,-1.2888301387970935,50.18089879723324,-37.01298701298701,62.98701298701299,0.03300004940931329,5135282.000000034,2702779.99999999,2000-10-16,16,0,290,42,0,0,0,0,0,0,1,2000,10,71.5,70.85,65.5,72.04,71.05100000000002,74.98150000000003,79.79299999999986,1374.62,1374.17,1402.03,10238.8,10192.18,10568.43,28.77
2000-10-17,29.84,29.84,28.42,28.77,17530200,0.714986013849191,31.309472027698373,28.449527972301606,29.87,29.49,28.19,30.04,29.49,29.121999999999993,29.802999999999987,29.87949999999999,29.85300000000002,26.65679999999998,29.30472878767411,29.30472878767411,29.30472878767411,29.30472878767411,29.30472878767411,-0.13521101618754372,0.03739709278116797,0.963367149554262,22.50946446681336,1333.3333333333335,-5.826513911620299,42.62103439391106,-72.72727272727275,27.272727272727256,0.03659590300418979,-19283220.000000026,-11394630.000000037,2000-10-17,17,1,291,42,0,0,0,0,0,0,1,2000,10,68.23,71.5,70.85,68.28,70.55000000000001,74.33050000000003,79.54879999999986,1349.97,1374.62,1387.02,10089.71,10238.8,10524.4,28.71
2000-10-18,27.8,28.87,27.35,28.71,19151700,0.7480740182910119,31.350148036582016,28.357851963417968,28.77,29.87,29.49,29.29,29.84,29.005999999999993,29.627999999999986,29.853999999999992,29.87240000000002,26.67794999999998,29.10648585844941,29.10648585844941,29.10648585844941,29.10648585844941,29.10648585844941,-0.19936278382681039,-0.009954882540427704,1.0031266388718145,24.858276814013198,1333.3333333333335,-5.7452396585686145,42.24716800733603,-62.84153005464483,37.15846994535518,0.03536459764290405,-1149101.9999999756,-9767366.999999963,2000-10-18,18,2,292,42,0,0,0,0,0,0,1,2000,10,68.01,68.23,71.5,67.19,69.88500000000002,73.60550000000003,79.26759999999986,1342.13,1349.97,1364.59,9975.02,10089.71,10413.79,28.77
2000-10-19,28.71,28.94,28.32,28.77,13716500,0.7652099815014374,31.371419963002865,28.310580036997116,28.71,28.77,29.87,28.19,27.8,29.121999999999996,29.41399999999998,29.84099999999999,29.87040000000002,26.699649999999984,28.994323905632942,28.994323905632942,28.994323905632942,28.994323905632942,28.994323905632942,-0.24256587489658799,-0.05647708101165976,0.9757604503809707,26.898540121286835,1333.3333333333335,-6.923325784535751,42.78763234081755,-61.20218579234978,38.79781420765022,0.029829507077797916,822989.9999999824,-3566290.0000000214,2000-10-19,19,3,293,42,0,0,0,0,0,0,1,2000,10,74.17,68.01,68.23,65.5,69.81400000000001,73.48850000000003,79.15319999999987,1388.76,1342.13,1329.78,10142.98,9975.02,10034.58,26.96
2000-10-20,28.32,28.58,26.71,26.96,18720100,1.0003736144166397,31.71074722883327,27.70925277116671,28.77,28.71,28.77,29.49,28.71,28.615999999999996,29.03499999999998,29.70999999999999,29.821200000000022,26.710649999999983,28.31621593708863,28.31621593708863,28.31621593708863,28.31621593708863,28.31621593708863,-0.4180376314339185,-0.1287891910961115,1.0532061324966155,29.58840118881778,1333.3333333333335,-12.325203252032518,32.81203470075134,-94.18604651162791,5.813953488372093,0.03154520215664244,-33883380.99999998,-49046661.999999955,2000-10-20,20,4,294,42,0,0,0,0,0,0,1,2000,10,75.26,74.17,68.01,70.85,70.10300000000001,73.19950000000003,79.09219999999988,1396.93,1388.76,1374.17,10226.59,10142.98,10192.18,25.74
2000-10-23,26.71,26.9,25.35,25.74,74151200,1.3342094051692461,32.16741881033848,26.830581189661494,26.96,28.77,28.71,29.87,28.32,27.79,28.58299999999998,29.498999999999988,29.75220000000002,26.71074999999998,27.45747729139242,27.45747729139242,27.45747729139242,27.45747729139242,27.45747729139242,-0.6480734790750269,-0.2326460486918946,1.0929771230325716,32.53834204466491,1333.3333333333335,-14.937210839391945,28.062856337280813,-93.10954063604245,6.890459363957545,0.028135518658890538,-90464464.00000018,-312918064.0000002,2000-10-23,23,0,297,43,0,0,0,0,0,0,1,2000,10,75.15,75.26,74.17,71.5,70.41400000000002,73.01300000000003,79.00719999999987,1395.78,1396.93,1374.62,10271.72,10226.59,10238.8,27.61
2000-10-24,26.12,27.61,25.9,27.61,47835100,1.3942668324248308,32.171533664849655,26.59446633515033,25.74,26.96,28.77,28.77,26.71,27.558,28.339999999999982,29.382999999999992,29.71600000000002,26.72024999999998,27.508318194261616,27.508318194261616,27.508318194261616,27.508318194261616,27.508318194261616,-0.6717417531063816,-0.32046518957479203,1.1484787571016735,34.16363306625593,1333.3333333333333,-8.089214380825565,41.935583466266614,-60.07067137809191,39.92932862190809,0.05253629495900745,89451637.00000004,-110977432.00000001,2000-10-24,24,1,298,43,0,0,0,0,0,0,1,2000,10,71.94,75.15,75.26,68.23,70.78000000000002,72.71100000000004,78.82419999999988,1398.13,1395.78,1349.97,10393.07,10271.72,10089.71,27.38
2000-10-25,27.61,27.87,26.96,27.38,30422400,1.4281024399346658,32.07470487986933,26.362295120130664,27.61,25.74,26.96,28.71,26.12,27.291999999999994,28.14899999999998,29.218499999999995,29.67280000000002,26.72839999999998,27.465545462841078,27.465545462841078,27.465545462841078,27.465545462841078,27.465545462841078,-0.7009776743206189,-0.3965676865239574,1.1314445601658396,35.28749044972006,1333.3333333333333,-6.520996927278936,40.891084074316844,-64.1342756183746,35.8657243816254,0.05246139185573075,-6997152.000000013,-100089696.00000009,2000-10-25,25,2,299,43,0,0,0,0,0,0,1,2000,10,67.9,71.94,75.15,68.01,70.85100000000003,72.20150000000004,78.56039999999987,1364.9,1398.13,1342.13,10326.48,10393.07,9975.02,26.96
2000-10-26,27.42,27.61,26.58,26.96,19417200,1.4819134146167359,32.007826829233466,26.08017317076652,27.38,27.61,25.74,28.77,27.61,26.929999999999996,28.025999999999975,29.043999999999993,29.625600000000023,26.733999999999977,27.29703030856072,27.29703030856072,27.29703030856072,27.29703030856072,27.29703030856072,-0.749399234538938,-0.46713399612695355,1.124198520153994,36.51660839881721,1333.3333333333335,-4.363249379212488,38.981703695392724,-71.1985688729875,28.80143112701251,0.052172446354800714,-8155223.999999964,-67766027.99999997,2000-10-26,26,3,300,43,0,0,0,0,0,0,1,2000,10,69.65,67.9,71.94,74.17,71.26600000000002,71.69200000000005,78.31519999999988,1364.44,1364.9,1388.76,10380.12,10326.48,10142.98,27.03
2000-10-27,27.26,27.51,26.8,27.03,16082500,1.5324009369544687,31.964801873908932,25.835198126091058,26.96,27.38,27.61,26.96,27.42,26.943999999999996,27.779999999999973,28.899999999999995,29.58120000000002,26.738499999999977,27.20802020570715,27.20802020570715,27.20802020570715,27.20802020570715,27.20802020570715,-0.7732121465670971,-0.5283496262149823,1.094612911571566,37.65793220869314,1333.3333333333333,-8.341810783316369,39.48884931137241,-68.1214421252372,31.8785578747628,0.04367255187885714,1125775.0000000047,-46317599.999999985,2000-10-27,27,4,301,43,0,0,0,0,0,0,1,2000,10,69.51,69.65,67.9,75.26,71.13200000000002,71.29850000000006,78.03559999999989,1379.58,1364.44,1396.93,10590.62,10380.12,10226.59,27.93
