x,y,color
67.03237969134229,131.77725759560985,2
412.5175286288309,156.7067158985642,1
109.73028996875968,364.40823724612153,4
448.5118291039026,343.2918362564607,3
405.9971472893328,128.7257083423894,1
445.4464013851005,170.85685667632822,1
295.02649937024233,261.37080599469266,0
191.1443844766956,74.40679477743132,2
95.3761608915866,337.1133194637084,4
273.2471817463516,276.5406155451536,0
464.87264030159326,162.87816756608646,1
85.5387077721169,253.3710711457076,4
156.15223137043867,154.92199673533543,2
87.73450761071766,331.20986403771946,4
412.6381264563601,97.15464672598796,1
433.3787637713183,371.7639509524101,3
489.95878821367967,330.9379092035066,3
257.76515861571,283.6720238749671,0
377.3391587696201,409.59002113538793,3
441.2405158713484,198.54622778632765,1
480.206497358517,343.9840740241334,3
63.53621203142063,383.2909126964181,4
482.7057079296044,259.9030141386991,3
432.1008307420014,110.4778094907941,1
52.9998869637095,371.42665766402826,4
248.33637771051576,310.9623384061549,0
430.4944041427155,132.0607110976186,1
124.60429707384944,130.93691849555634,2
92.25413555757984,419.3181049125548,4
349.3963319709101,61.28086279703858,1
57.42816824853513,339.2153621410852,4
387.49387589103935,395.95905897951593,3
140.67806506408084,419.15705977226617,4
260.8182640733794,299.6943753130793,0
176.71601696778754,63.58132050698026,2
103.23411444375158,54.65857548636957,2
434.5297174349719,145.19307886884567,1
272.9255123259386,322.22172276895424,0
100.71698148892742,370.0249408624222,4
443.23602855084175,122.478101324147,1
412.8086203269531,166.1275424499055,1
419.5333078613473,115.67899277107692,1
468.6589422809227,374.7923766535288,3
442.1070018011837,377.3935588797639,3
61.45971000831528,112.46580542404104,2
408.0129658176801,169.74828083876213,1
443.3363273205287,213.4087119690324,1
302.04650916358014,274.25647518445953,0
455.85386116782496,161.02493656758415,1
258.8690557373758,322.7363548068336,0
419.3455051173895,378.3190581259175,3
412.0514209139641,104.944506187125,1
90.95770415965517,339.0493107966385,4
270.0650878540356,295.2384348684592,0
89.07436360634395,329.96420027138817,4
206.81719728422271,221.10365955350943,0
289.6207062611178,261.640874343685,0
323.1230332078736,51.41295552968086,1
248.27422748900577,298.476770121451,0
444.4950552167522,354.3768454085898,3
264.43583308070214,347.1624952220275,0
228.7557331744918,307.2160682556276,0
102.0104893400854,376.4185322966509,4
134.22346987935634,74.13298220256964,2
102.90292735294068,402.0909700151577,4
111.71867614333696,312.7510259748242,4
424.2507923211393,113.64890634904587,1
438.9303989871312,374.8976095174256,3
447.9980791948166,365.152542768324,3
269.0051174068918,334.2469349788706,0
453.943237810122,193.32340110199533,1
97.45814140776471,371.8426525665199,4
384.9523640841503,112.83584692108457,1
238.0083605032277,258.0191043900799,0
96.43045007200882,154.93736398994713,2
274.7956758129759,349.8229641341688,0
425.10753340352375,168.3766310445397,1
384.4396011653054,107.85290437920465,1
418.4587656716982,146.64232873135856,1
164.51350438967987,79.54275647320681,2
473.8520202731013,344.1754935909228,3
71.02823642237398,267.93301534118723,4
283.7812615509696,310.5365477746349,0
440.3017352170141,351.6992787120115,3
281.4335239981524,318.6170779872539,0
247.77908075990663,257.5723570699792,0
402.31156432489234,174.5609331121059,1
151.56957972957326,100.21348908795366,2
404.3089450688937,99.77731370008,1
449.13559070639366,365.479536233075,3
113.39361252387356,387.4458175425437,4
58.31359273588106,402.6650111895824,4
138.38133714883304,82.00720725990377,2
344.2773503230937,62.02867785414959,1
169.49883202664188,155.9127770447075,2
123.32256246035628,412.70245293917856,4
125.81505939695938,130.41661915288586,2
452.3225487303545,170.55499493629486,1
283.9217698761153,323.61333845279484,0
64.22553431084741,330.4965768627597,4
417.2370044470591,211.59176298611231,1
443.4283860510222,205.91095877696085,1
