x,y,color
281.7620100151452,186.0248371350871,1
212.50367469201169,199.03158460220843,0
180.01489453360165,259.37905954067327,0
302.3724042709833,284.46518242530243,0
328.7597266861017,176.94551754842243,1
319.3252410303264,233.5878534260367,1
241.87753646321573,247.1916723528479,0
312.6097469443971,182.3279056280133,1
246.765929671214,240.8321891542114,0
276.96452722648263,342.499811489938,0
185.6460090633282,264.94352921449257,0
284.96234841320194,130.26672987444903,1
179.77630061911412,212.1140547224859,0
314.1471075340202,193.1534483111397,1
243.9326219921475,264.85322168211906,0
312.2319851008681,338.9955967985832,0
279.1959599267903,286.3830667137389,0
347.0907855193976,252.16862753701488,1
290.717829181263,228.72870627685177,1
322.420925166823,138.00260188522324,1
323.526977240326,282.69384834729243,0
168.5665621874633,219.27826819678967,0
287.5350247098576,223.44013872679767,1
241.5556695597197,230.4388594830931,0
350.62347005391894,203.8647322153413,1
199.45803510855512,195.6819069009782,0
355.48363591156897,212.12246279072252,1
304.8561103565595,306.0116091527414,0
260.7982252473321,234.1714239608431,0
256.60808214435224,98.14954958726834,1
221.42634417658525,258.02476580782536,0
320.52264125057627,251.80402292409903,1
231.47296846211893,215.11594449267272,0
202.14466941280668,279.59044321199616,0
206.87648031245297,125.66638431383468,1
310.59751185224854,202.09007202807908,1
271.3570483840639,151.1444189145801,1
270.00584709622257,153.98402792162582,1
365.1445790746205,192.06031141618908,1
290.334338228518,141.8556025926146,1
351.82668031112723,323.3807716182529,0
200.0776060563092,309.1174526384851,0
326.21640282616147,249.14968396202173,1
210.32115443773228,244.60045360572963,0
249.11798519334985,308.80099110200035,0
241.80561425752265,204.33351997587363,0
177.27869669586232,201.40386350490263,0
206.77866569135224,287.59762900172154,0
378.3125747883204,238.2412879671437,1
385.7817883626124,176.68342436164204,1
224.58746100214591,155.40798772539506,1
265.7491302890276,332.7412407281459,0
333.59308474081683,204.20537632140224,1
234.3838538374728,231.55734071627936,0
234.11282681295543,242.5298693680152,0
283.36256763681416,158.70685900032754,1
225.1329837862476,129.41725916090493,1
200.33170398491524,179.812490588107,0
331.7611291067915,176.6588547269968,1
305.8070646403591,134.42725717954698,1
296.54105150864854,136.81338090981205,1
333.53779651903324,215.79921646171195,1
286.9367732864289,163.21943298296893,1
321.367845750329,301.53932131041023,0
180.76349900059049,250.1938073167613,0
362.0514558259615,148.03519910085714,1
211.32901491657543,216.3706859521496,0
242.1777103540149,121.87064059679592,1
384.84348531711606,249.84930742417177,1
222.66336259447533,124.15579823432093,1
233.05098610569272,224.00043612123056,0
235.1789669251524,232.6332930581442,0
272.5663961897957,141.67057430713544,1
207.7209070173319,179.63801895425507,0
316.5492678636206,233.7511142580277,1
345.18561291481143,168.32269876712215,1
250.3816150112944,214.39718324653592,0
328.17884540879976,168.5322516649373,1
363.20264967042266,232.53486518970612,1
375.8287605974589,245.87415512619856,1
331.2931650206572,114.2198192675177,1
352.79401631749886,175.06754803725693,1
317.96216518384074,124.8841916395913,1
199.8304535891025,139.47898195215902,1
221.5080324261341,261.30133605727417,0
208.6899604522544,139.20930224327887,1
206.89148029082136,273.2521244547503,0
253.3376051571037,304.3282121924572,0
256.8101592229035,148.9167625418775,1
385.9870947661362,287.25547570661683,0
393.3824857022048,219.29515918319905,1
245.3322717409712,222.3300173558648,0
294.70937357471104,138.11213636998227,1
207.20615765987773,303.7657045937292,0
193.4644957433061,248.205660273342,0
228.54639945884213,231.0308439325327,0
324.31166022641486,189.2625572361255,1
349.8883622440697,223.31897294100327,1
180.9887598657512,241.68595397510256,0
376.87980939242334,160.3011940986506,1
263.95328761247964,264.8808251902812,0
174.75913950670628,270.12099990076,0
294.0189037183313,317.5082730673594,0
339.4364873084336,124.90552090669478,1
221.7592495635284,185.93817663862973,0
250.3822681268136,242.48991195154844,0
222.8367355982132,175.8892666125756,0
321.6492651927965,183.854793405382,1
256.7123911488936,315.2258231668048,0
329.39967911954267,174.2423842525938,1
202.15845393048812,272.9493647638664,0
310.1209689767384,172.60673294074783,1
307.93565480286753,198.69985694325047,1
359.21846539254835,313.9735843102757,0
268.62504273468033,338.4787255945514,0
271.1987066806256,238.29584995343333,0
282.1347251172669,188.640941978724,1
365.6381413343109,247.6971969148531,1
222.92148150284265,121.3341437907226,1
208.8913410987636,292.2030761915556,0
248.38235415802777,296.94307163860856,0
345.80555834716,258.4226265081917,1
200.77660891338505,235.5264574697444,0
334.8287102690939,164.2561468857416,1
350.6284560239385,233.071686748444,1
257.5667426669687,301.46232580709784,0
292.9678148535213,330.3039345372694,0
332.4848963300852,224.47736181759052,1
329.0103379070188,102.95358052045356,1
300.75108108658577,184.11825094762764,1
199.1680474599441,142.22160788012195,1
291.1795670496579,332.7758588415335,0
208.74536347378307,305.95578848719697,0
322.4315882971802,222.87590243947955,1
290.91717502750095,298.52910480025025,0
173.88022767016955,206.92884681171893,0
201.51213857706017,141.1280684702457,1
169.27594499369914,210.83843999504603,0
302.6604895898586,146.35144962677887,1
372.6490576527052,182.5933402682901,1
260.539487693032,255.01472813798543,0
198.937633594468,290.2756975729704,0
191.5075945857498,253.47327717157924,0
214.71357403029933,112.0113064101238,1
256.5186461069202,140.08303233734628,1
285.96869563118014,320.3535271692916,0
313.1966114794586,319.6091973741387,0
216.6766445023976,189.12680728528264,0
378.3446979907183,296.75005307939915,0
329.7935443133064,195.16711327459663,1
320.76115809149354,136.8599888183431,1
381.812757868337,191.1577433269478,1
348.8108577923913,306.2632756009785,0
339.51482480445026,259.85636087657656,1
231.43828868349112,223.6418125337655,0
259.7909966522073,316.4160395996539,0
261.91345674297503,298.6408010995931,0
264.7648651643424,199.22879227500505,0
270.6577974183423,329.0078880898755,0
277.46152015409245,114.39527208530323,1
358.5309461169867,165.65375588080502,1
211.74716042693663,115.85855619002388,1
310.1790708774704,114.40549285944032,1
282.7646154957574,306.84244200564467,0
269.8002647965907,289.76217405238026,0
256.3676340530136,153.14739870015566,1
313.57940617490067,120.36510811678218,1
398.3501728046,217.1838796839196,1
217.7964389952908,265.24631196560284,0
240.9877786210148,328.9389081650511,0
167.60870555500077,196.85817158944587,0
288.2763407568746,122.03046360661357,1
280.43681320285106,270.16027634874536,0
309.02273889285823,297.99203162050264,0
202.4983101857373,289.628066109917,0
176.77380182046764,243.70353602404452,0
205.7956074395409,259.1866644199256,0
301.30742695989824,192.45919245907012,1
212.79803978420972,243.1517329506696,0
376.9323118144675,202.00037790229777,1
269.0067513379589,212.8882111599393,0
240.99323996716728,314.5355430247685,0
299.92261212348734,144.28297696190552,1
363.4088791108103,139.9898399399479,1
337.1660453806072,303.9561666290087,0
391.8496510370065,227.3498605653621,1
221.8231268431852,262.2706743868085,0
187.45911723590893,222.56096014935537,0
241.91400677371504,174.21309558024436,0
300.53675838524885,338.7620293566918,0
179.2101665770061,254.13709759026165,0
350.4455444320588,299.7275336230808,0
383.26630244508175,180.22104352564668,1
217.6379453627588,257.8960832758217,0
366.8923243691333,188.9674035878592,1
330.7336516011088,259.7271680155993,1
226.7580013863138,324.9679747801156,0
371.8598006262656,186.9189461065528,1
239.56515657305928,234.895414499594,0
281.05508957717507,254.40466565028456,0
222.5826686613456,312.9156617255045,0
234.23754909582,153.84773632850076,1
228.367455615035,201.1059062561772,0
313.6585913387358,198.8767048428145,1
233.40388454052305,212.3978362514608,0
251.8665802026636,224.96248701433208,0
320.4724441943489,252.78460656159567,1
384.5271438376524,173.59928869225777,1
366.5273186406501,169.04273196594698,1
220.33651448792065,218.03000193436404,0
343.131197708008,188.1786392682632,1
221.5236628641388,140.1484135611441,1
368.1905747684792,242.089658170376,1
392.6475093134145,208.44653969720383,1
326.52049304146146,246.4530431720541,1
384.1200145822583,191.12243880410253,1
368.940516091429,156.44973338171755,1
220.76689016663104,295.27321935771704,0
360.0459533125458,152.66616153620322,1
206.3079485089154,211.32823511027823,0
379.9401274976848,182.96860397286588,1
197.46299643234315,232.7466224751209,0
206.7543802084651,166.4611764466572,0
389.82521956639135,187.17175871095696,1
240.01821900157657,207.99916629571536,0
216.4958383422845,197.5357381813673,0
196.15498678050145,295.141340177024,0
236.01821956587372,220.6627902970004,0
